Candidate,Poll_Percent,Wikipedia_Traffic,Date,,
Elizabeth Warren,8.0,9119.0,125.0,,
Kamala Harris,7.0,16998.0,125.0,,
Pete Buttigieg,6.0,18694.0,125.0,,
Beto O'Rourke,5.0,6269.0,125.0,,
Cory Booker,3.0,7237.0,125.0,,
Andrew Yang,1.0,6251.0,125.0,,
Julian Castro,1.0,1423.0,125.0,,
Tulsi Gabbard,1.0,5532.0,125.0,,
Pete Buttigieg,20.0,18694.0,125.0,,
Kamala Harris,3.0,16998.0,125.0,,
Elizabeth Warren,2.0,9119.0,125.0,,
Beto O'Rourke,2.0,6269.0,125.0,,
Cory Booker,1.0,7237.0,125.0,,
Pete Buttigieg,8.0,20745.0,124.0,,
Elizabeth Warren,7.0,4975.0,124.0,,
Kamala Harris,6.0,31467.0,124.0,,
Beto O'Rourke,3.4,6581.0,124.0,,
Cory Booker,2.7,5467.0,124.0,,
Tulsi Gabbard,1.3,5564.0,124.0,,
Julian Castro,1.2,2007.0,124.0,,
Andrew Yang,.8,5932.0,124.0,,
Pete Buttigieg,11.4,24510.0,122.0,,
Elizabeth Warren,10.4,5878.0,122.0,,
Kamala Harris,4.9,44434.0,122.0,,
Beto O'Rourke,2.7,5186.0,122.0,,
Cory Booker,2.4,6277.0,122.0,,
Pete Buttigieg,9.7,24510.0,122.0,,
Elizabeth Warren,9.1,5878.0,122.0,,
Kamala Harris,7.0,44434.0,122.0,,
Beto O'Rourke,3.0,5186.0,122.0,,
Cory Booker,1.2,6277.0,122.0,,
Pete Buttigieg,5.2,24510.0,122.0,,
Elizabeth Warren,4.5,5878.0,122.0,,
Kamala Harris,4.3,44434.0,122.0,,
Beto O'Rourke,1.2,5186.0,122.0,,
Cory Booker,3.8,6277.0,122.0,,
Beto O'Rourke,8.0,5997.0,121.0,,
Cory Booker,5.0,8127.0,121.0,,
Pete Buttigieg,4.0,24306.0,121.0,,
Kamala Harris,4.0,21593.0,121.0,,
Elizabeth Warren,3.0,6950.0,121.0,,
Andrew Yang,2.0,5727.0,121.0,,
Tulsi Gabbard,.0,8487.0,121.0,,
Julian Castro,.0,2159.0,121.0,,
Kamala Harris,9.0,21593.0,121.0,,
Elizabeth Warren,5.0,6950.0,121.0,,
Beto O'Rourke,3.0,5997.0,121.0,,
Cory Booker,3.0,8127.0,121.0,,
Pete Buttigieg,2.0,24306.0,121.0,,
Andrew Yang,.0,5727.0,121.0,,
Tulsi Gabbard,.0,8487.0,121.0,,
Julian Castro,.0,2159.0,121.0,,
Pete Buttigieg,12.0,32967.0,120.0,,
Elizabeth Warren,10.0,7034.0,120.0,,
Kamala Harris,5.0,9362.0,120.0,,
Beto O'Rourke,4.0,11540.0,120.0,,
Cory Booker,3.0,7078.0,120.0,,
Julian Castro,2.0,1742.0,120.0,,
Andrew Yang,1.0,6569.0,120.0,,
Tulsi Gabbard,.0,6030.0,120.0,,
Kamala Harris,16.8,9362.0,120.0,,
Elizabeth Warren,10.0,7034.0,120.0,,
Pete Buttigieg,18.7,32967.0,120.0,,
Beto O'Rourke,4.4,11540.0,120.0,,
Cory Booker,1.9,7078.0,120.0,,
Julian Castro,.3,1742.0,120.0,,
Beto O'Rourke,5.0,9122.0,119.0,,
Kamala Harris,8.0,9455.0,119.0,,
Elizabeth Warren,12.0,8833.0,119.0,,
Cory Booker,2.0,5651.0,119.0,,
Julian Castro,1.0,1926.0,119.0,,
Tulsi Gabbard,.0,6696.0,119.0,,
Pete Buttigieg,10.0,22216.0,119.0,,
Andrew Yang,1.0,7042.0,119.0,,
Cory Booker,3.0,3840.0,118.0,,
Pete Buttigieg,5.0,20804.0,118.0,,
Julian Castro,1.0,1677.0,118.0,,
Tulsi Gabbard,1.0,6812.0,118.0,,
Kamala Harris,5.0,12336.0,118.0,,
Beto O'Rourke,5.0,8470.0,118.0,,
Elizabeth Warren,6.0,7702.0,118.0,,
Andrew Yang,.0,6616.0,118.0,,
Beto O'Rourke,21.7,8470.0,118.0,,
Pete Buttigieg,8.4,20804.0,118.0,,
Elizabeth Warren,6.8,7702.0,118.0,,
Kamala Harris,3.1,12336.0,118.0,,
Julian Castro,4.4,1677.0,118.0,,
Cory Booker,.6,3840.0,118.0,,
Andrew Yang,3.2,6616.0,118.0,,
Tulsi Gabbard,.0,6812.0,118.0,,
Cory Booker,2.8,3840.0,118.0,,
Pete Buttigieg,11.9,20804.0,118.0,,
Julian Castro,.2,1677.0,118.0,,
Tulsi Gabbard,1.2,6812.0,118.0,,
Kamala Harris,6.1,12336.0,118.0,,
Beto O'Rourke,3.0,8470.0,118.0,,
Elizabeth Warren,8.4,7702.0,118.0,,
Andrew Yang,1.2,6616.0,118.0,,
Elizabeth Warren,8.0,7702.0,118.0,,
Pete Buttigieg,7.0,20804.0,118.0,,
Beto O'Rourke,6.0,8470.0,118.0,,
Kamala Harris,5.0,12336.0,118.0,,
Cory Booker,2.0,3840.0,118.0,,
Tulsi Gabbard,2.0,6812.0,118.0,,
Julian Castro,1.0,1677.0,118.0,,
Andrew Yang,1.0,6616.0,118.0,,
Elizabeth Warren,9.0,7702.0,118.0,,
Pete Buttigieg,8.0,20804.0,118.0,,
Kamala Harris,7.0,12336.0,118.0,,
Beto O'Rourke,5.0,8470.0,118.0,,
Cory Booker,3.0,3840.0,118.0,,
Andrew Yang,2.0,6616.0,118.0,,
Julian Castro,1.0,1677.0,118.0,,
Tulsi Gabbard,1.0,6812.0,118.0,,
Pete Buttigieg,5.0,47811.0,115.0,,
Kamala Harris,4.0,17564.0,115.0,,
Elizabeth Warren,4.0,14270.0,115.0,,
Beto O'Rourke,4.0,11315.0,115.0,,
Cory Booker,1.0,7764.0,115.0,,
Julian Castro,.0,3678.0,115.0,,
Andrew Yang,.0,10982.0,115.0,,
Kamala Harris,6.0,45785.0,113.0,,
Elizabeth Warren,5.0,38543.0,113.0,,
Beto O'Rourke,6.0,6888.0,113.0,,
Cory Booker,3.0,4384.0,113.0,,
Julian Castro,1.0,2455.0,113.0,,
Pete Buttigieg,7.0,92221.0,113.0,,
Tulsi Gabbard,.0,7106.0,113.0,,
Andrew Yang,1.0,9723.0,113.0,,
Beto O'Rourke,25.0,6539.0,112.0,,
Pete Buttigieg,15.0,42493.0,112.0,,
Kamala Harris,5.0,8782.0,112.0,,
Elizabeth Warren,5.0,14759.0,112.0,,
Julian Castro,4.0,1832.0,112.0,,
Cory Booker,2.0,4166.0,112.0,,
Andrew Yang,1.0,8610.0,112.0,,
Tulsi Gabbard,.0,8042.0,112.0,,
Beto O'Rourke,33.0,6539.0,112.0,,
Pete Buttigieg,21.0,42493.0,112.0,,
Kamala Harris,8.0,8782.0,112.0,,
Elizabeth Warren,5.0,14759.0,112.0,,
Julian Castro,5.0,1832.0,112.0,,
Cory Booker,4.0,4166.0,112.0,,
Andrew Yang,.0,8610.0,112.0,,
Tulsi Gabbard,.0,8042.0,112.0,,
Pete Buttigieg,9.0,50944.0,111.0,,
Kamala Harris,8.0,7999.0,111.0,,
Elizabeth Warren,7.0,7270.0,111.0,,
Beto O'Rourke,6.0,6625.0,111.0,,
Cory Booker,4.0,5179.0,111.0,,
Andrew Yang,2.0,7929.0,111.0,,
Julian Castro,1.0,1523.0,111.0,,
Tulsi Gabbard,1.0,7146.0,111.0,,
Beto O'Rourke,9.0,7517.0,109.0,,
Pete Buttigieg,7.0,50757.0,109.0,,
Kamala Harris,6.0,8443.0,109.0,,
Elizabeth Warren,3.0,4879.0,109.0,,
Cory Booker,3.0,4488.0,109.0,,
Andrew Yang,2.0,9232.0,109.0,,
Julian Castro,1.0,2048.0,109.0,,
Tulsi Gabbard,.0,5398.0,109.0,,
Pete Buttigieg,14.0,69905.0,108.0,,
Kamala Harris,6.0,8524.0,108.0,,
Elizabeth Warren,6.0,3861.0,108.0,,
Beto O'Rourke,5.0,13305.0,108.0,,
Cory Booker,4.0,4320.0,108.0,,
Tulsi Gabbard,1.0,7692.0,108.0,,
Andrew Yang,1.0,12466.0,108.0,,
Julian Castro,.0,1741.0,108.0,,
Pete Buttigieg,10.0,69905.0,108.0,,
Kamala Harris,7.0,8524.0,108.0,,
Elizabeth Warren,6.0,3861.0,108.0,,
Beto O'Rourke,5.0,13305.0,108.0,,
Cory Booker,4.0,4320.0,108.0,,
Andrew Yang,1.0,12466.0,108.0,,
Julian Castro,1.0,1741.0,108.0,,
Tulsi Gabbard,.0,7692.0,108.0,,
Pete Buttigieg,15.0,69905.0,108.0,,
Elizabeth Warren,5.0,3861.0,108.0,,
Kamala Harris,4.0,8524.0,108.0,,
Cory Booker,3.0,4320.0,108.0,,
Beto O'Rourke,3.0,13305.0,108.0,,
Andrew Yang,2.0,12466.0,108.0,,
Tulsi Gabbard,1.0,7692.0,108.0,,
Julian Castro,.0,1741.0,108.0,,
Pete Buttigieg,11.0,69905.0,108.0,,
Kamala Harris,4.0,8524.0,108.0,,
Beto O'Rourke,3.0,13305.0,108.0,,
Cory Booker,3.0,4320.0,108.0,,
Elizabeth Warren,3.0,3861.0,108.0,,
Tulsi Gabbard,.0,7692.0,108.0,,
Andrew Yang,.0,12466.0,108.0,,
Pete Buttigieg,21.0,169216.0,105.0,,
Beto O'Rourke,14.0,10521.0,105.0,,
Kamala Harris,10.0,13828.0,105.0,,
Elizabeth Warren,10.0,6348.0,105.0,,
Cory Booker,5.0,6687.0,105.0,,
Andrew Yang,3.0,27205.0,105.0,,
Julian Castro,1.0,2538.0,105.0,,
Tulsi Gabbard,1.0,6091.0,105.0,,
Pete Buttigieg,17.0,169216.0,105.0,,
Beto O'Rourke,9.0,10521.0,105.0,,
Elizabeth Warren,8.0,6348.0,105.0,,
Kamala Harris,7.0,13828.0,105.0,,
Cory Booker,4.0,6687.0,105.0,,
Andrew Yang,2.0,27205.0,105.0,,
Tulsi Gabbard,2.0,6091.0,105.0,,
Julian Castro,1.0,2538.0,105.0,,
Pete Buttigieg,8.0,169216.0,105.0,,
Kamala Harris,8.0,13828.0,105.0,,
Elizabeth Warren,6.0,6348.0,105.0,,
Beto O'Rourke,4.0,10521.0,105.0,,
Cory Booker,2.0,6687.0,105.0,,
Julian Castro,.0,2538.0,105.0,,
Andrew Yang,.0,27205.0,105.0,,
Tulsi Gabbard,.0,6091.0,105.0,,
Pete Buttigieg,11.0,169216.0,105.0,,
Kamala Harris,11.0,13828.0,105.0,,
Elizabeth Warren,8.0,6348.0,105.0,,
Beto O'Rourke,6.0,10521.0,105.0,,
Cory Booker,3.0,6687.0,105.0,,
Andrew Yang,1.0,27205.0,105.0,,
Julian Castro,.0,2538.0,105.0,,
Tulsi Gabbard,.0,6091.0,105.0,,
Cory Booker,2.0,6687.0,105.0,,
Pete Buttigieg,2.0,169216.0,105.0,,
Julian Castro,1.0,2538.0,105.0,,
Tulsi Gabbard,1.0,6091.0,105.0,,
Kamala Harris,7.0,13828.0,105.0,,
Beto O'Rourke,7.0,10521.0,105.0,,
Elizabeth Warren,4.0,6348.0,105.0,,
Andrew Yang,1.0,27205.0,105.0,,
Cory Booker,3.0,6687.0,105.0,,
Pete Buttigieg,3.0,169216.0,105.0,,
Julian Castro,1.0,2538.0,105.0,,
Tulsi Gabbard,.0,6091.0,105.0,,
Kamala Harris,9.0,13828.0,105.0,,
Beto O'Rourke,7.0,10521.0,105.0,,
Elizabeth Warren,5.0,6348.0,105.0,,
Andrew Yang,2.0,27205.0,105.0,,
Beto O'Rourke,8.2,9665.0,104.0,,
Pete Buttigieg,9.0,144986.0,104.0,,
Elizabeth Warren,6.8,4052.0,104.0,,
Kamala Harris,7.6,15293.0,104.0,,
Tulsi Gabbard,.9,5276.0,104.0,,
Cory Booker,1.6,9449.0,104.0,,
Andrew Yang,2.7,22736.0,104.0,,
Julian Castro,3.3,1864.0,104.0,,
Kamala Harris,9.0,15293.0,104.0,,
Beto O'Rourke,8.0,9665.0,104.0,,
Elizabeth Warren,7.0,4052.0,104.0,,
Pete Buttigieg,7.0,144986.0,104.0,,
Cory Booker,4.0,9449.0,104.0,,
Andrew Yang,1.0,22736.0,104.0,,
Julian Castro,1.0,1864.0,104.0,,
Tulsi Gabbard,1.0,5276.0,104.0,,
Kamala Harris,12.0,15293.0,104.0,,
Beto O'Rourke,11.0,9665.0,104.0,,
Elizabeth Warren,10.0,4052.0,104.0,,
Pete Buttigieg,9.0,144986.0,104.0,,
Cory Booker,6.0,9449.0,104.0,,
Andrew Yang,2.0,22736.0,104.0,,
Julian Castro,1.0,1864.0,104.0,,
Tulsi Gabbard,1.0,5276.0,104.0,,
Kamala Harris,8.0,7290.0,100.0,,
Elizabeth Warren,8.0,5586.0,100.0,,
Pete Buttigieg,4.0,37584.0,100.0,,
Beto O'Rourke,3.0,8417.0,100.0,,
Cory Booker,3.0,4356.0,100.0,,
Kamala Harris,19.0,11206.0,99.0,,
Beto O'Rourke,10.0,11223.0,99.0,,
Pete Buttigieg,9.0,49401.0,99.0,,
Elizabeth Warren,8.0,3466.0,99.0,,
Cory Booker,3.0,6056.0,99.0,,
Julian Castro,2.0,2519.0,99.0,,
Andrew Yang,1.0,14131.0,99.0,,
Tulsi Gabbard,1.0,5690.0,99.0,,
Kamala Harris,27.0,11206.0,99.0,,
Beto O'Rourke,16.0,11223.0,99.0,,
Pete Buttigieg,11.0,49401.0,99.0,,
Elizabeth Warren,9.0,3466.0,99.0,,
Cory Booker,5.0,6056.0,99.0,,
Julian Castro,2.0,2519.0,99.0,,
Andrew Yang,1.0,14131.0,99.0,,
Tulsi Gabbard,1.0,5690.0,99.0,,
Pete Buttigieg,9.0,49401.0,99.0,,
Kamala Harris,7.0,11206.0,99.0,,
Elizabeth Warren,7.0,3466.0,99.0,,
Beto O'Rourke,6.0,11223.0,99.0,,
Cory Booker,3.0,6056.0,99.0,,
Julian Castro,2.0,2519.0,99.0,,
Andrew Yang,1.0,14131.0,99.0,,
Tulsi Gabbard,.0,5690.0,99.0,,
Beto O'Rourke,4.0,15852.0,98.0,,
Kamala Harris,17.0,8664.0,98.0,,
Elizabeth Warren,7.0,3864.0,98.0,,
Cory Booker,2.0,5360.0,98.0,,
Julian Castro,2.0,3231.0,98.0,,
Tulsi Gabbard,1.0,5697.0,98.0,,
Pete Buttigieg,7.0,79717.0,98.0,,
Andrew Yang,1.0,16410.0,98.0,,
Cory Booker,4.4,5360.0,98.0,,
Pete Buttigieg,10.7,79717.0,98.0,,
Tulsi Gabbard,.6,5697.0,98.0,,
Kamala Harris,6.8,8664.0,98.0,,
Beto O'Rourke,6.4,15852.0,98.0,,
Elizabeth Warren,8.7,3864.0,98.0,,
Elizabeth Warren,14.0,3634.0,97.0,,
Pete Buttigieg,10.7,73910.0,97.0,,
Beto O'Rourke,7.6,11490.0,97.0,,
Cory Booker,2.1,3690.0,97.0,,
Kamala Harris,6.6,7491.0,97.0,,
Andrew Yang,1.1,18869.0,97.0,,
Tulsi Gabbard,.9,5143.0,97.0,,
Julian Castro,1.0,4167.0,97.0,,
Kamala Harris,9.0,7491.0,97.0,,
Beto O'Rourke,8.0,11490.0,97.0,,
Elizabeth Warren,7.0,3634.0,97.0,,
Pete Buttigieg,5.0,73910.0,97.0,,
Cory Booker,4.0,3690.0,97.0,,
Julian Castro,1.0,4167.0,97.0,,
Tulsi Gabbard,1.0,5143.0,97.0,,
Andrew Yang,1.0,18869.0,97.0,,
Beto O'Rourke,7.0,11448.0,96.0,,
Pete Buttigieg,4.0,45446.0,96.0,,
Kamala Harris,9.0,9207.0,96.0,,
Elizabeth Warren,6.0,3475.0,96.0,,
Cory Booker,6.0,3031.0,96.0,,
Tulsi Gabbard,.0,4798.0,96.0,,
Andrew Yang,1.0,13132.0,96.0,,
Julian Castro,1.0,7636.0,96.0,,
Kamala Harris,10.0,8075.0,94.0,,
Cory Booker,9.0,3631.0,94.0,,
Beto O'Rourke,9.0,14079.0,94.0,,
Pete Buttigieg,7.0,64550.0,94.0,,
Elizabeth Warren,6.0,3756.0,94.0,,
Julian Castro,1.0,3307.0,94.0,,
Andrew Yang,1.0,12592.0,94.0,,
Tulsi Gabbard,.0,5817.0,94.0,,
Beto O'Rourke,16.0,14079.0,94.0,,
Kamala Harris,15.0,8075.0,94.0,,
Cory Booker,12.0,3631.0,94.0,,
Pete Buttigieg,12.0,64550.0,94.0,,
Elizabeth Warren,11.0,3756.0,94.0,,
Julian Castro,2.0,3307.0,94.0,,
Andrew Yang,1.0,12592.0,94.0,,
Tulsi Gabbard,.0,5817.0,94.0,,
Cory Booker,4.0,5416.0,90.0,,
Pete Buttigieg,3.0,59624.0,90.0,,
Julian Castro,1.0,1904.0,90.0,,
Tulsi Gabbard,.0,7067.0,90.0,,
Kamala Harris,6.0,10511.0,90.0,,
Beto O'Rourke,6.0,31183.0,90.0,,
Elizabeth Warren,5.0,4246.0,90.0,,
Andrew Yang,1.0,6953.0,90.0,,
Kamala Harris,8.0,10511.0,90.0,,
Beto O'Rourke,8.0,31183.0,90.0,,
Elizabeth Warren,7.0,4246.0,90.0,,
Cory Booker,4.0,5416.0,90.0,,
Pete Buttigieg,3.0,59624.0,90.0,,
Julian Castro,1.0,1904.0,90.0,,
Tulsi Gabbard,1.0,7067.0,90.0,,
Elizabeth Warren,9.9,3557.0,89.0,,
Kamala Harris,9.4,9895.0,89.0,,
Beto O'Rourke,10.4,36018.0,89.0,,
Pete Buttigieg,4.7,78629.0,89.0,,
Cory Booker,2.2,5479.0,89.0,,
Andrew Yang,3.2,8183.0,89.0,,
Julian Castro,.5,1235.0,89.0,,
Tulsi Gabbard,1.7,12371.0,89.0,,
Elizabeth Warren,10.9,5399.0,87.0,,
Beto O'Rourke,5.2,14393.0,87.0,,
Cory Booker,3.7,40719.0,87.0,,
Kamala Harris,4.5,9214.0,87.0,,
Pete Buttigieg,6.3,64727.0,87.0,,
Andrew Yang,1.0,7900.0,87.0,,
Tulsi Gabbard,2.6,5504.0,87.0,,
Julian Castro,.6,1459.0,87.0,,
Kamala Harris,11.0,13847.0,85.0,,
Elizabeth Warren,5.0,8224.0,85.0,,
Beto O'Rourke,5.0,15146.0,85.0,,
Cory Booker,3.0,5921.0,85.0,,
Andrew Yang,2.0,8727.0,85.0,,
Pete Buttigieg,2.0,45960.0,85.0,,
Julian Castro,1.0,1394.0,85.0,,
Tulsi Gabbard,.0,5748.0,85.0,,
Beto O'Rourke,7.0,15146.0,85.0,,
Elizabeth Warren,6.0,8224.0,85.0,,
Kamala Harris,5.0,13847.0,85.0,,
Cory Booker,4.0,5921.0,85.0,,
Tulsi Gabbard,2.0,5748.0,85.0,,
Pete Buttigieg,2.0,45960.0,85.0,,
Julian Castro,1.0,1394.0,85.0,,
Andrew Yang,1.0,8727.0,85.0,,
Beto O'Rourke,12.0,21592.0,84.0,,
Kamala Harris,8.0,10382.0,84.0,,
Elizabeth Warren,4.0,4619.0,84.0,,
Cory Booker,2.0,8332.0,84.0,,
Julian Castro,1.0,1385.0,84.0,,
Tulsi Gabbard,.0,5805.0,84.0,,
Pete Buttigieg,4.0,43874.0,84.0,,
Andrew Yang,.0,9522.0,84.0,,
Pete Buttigieg,11.4,43862.0,83.0,,
Kamala Harris,10.3,12503.0,83.0,,
Elizabeth Warren,8.5,4649.0,83.0,,
Cory Booker,5.9,7431.0,83.0,,
Beto O'Rourke,5.3,29556.0,83.0,,
Julian Castro,.5,1259.0,83.0,,
Tulsi Gabbard,.9,6223.0,83.0,,
Andrew Yang,.0,9641.0,83.0,,
Cory Booker,7.0,7431.0,83.0,,
Pete Buttigieg,6.0,43862.0,83.0,,
Julian Castro,1.0,1259.0,83.0,,
Tulsi Gabbard,1.0,6223.0,83.0,,
Kamala Harris,9.0,12503.0,83.0,,
Beto O'Rourke,6.0,29556.0,83.0,,
Elizabeth Warren,8.0,4649.0,83.0,,
Andrew Yang,1.0,9641.0,83.0,,
Beto O'Rourke,7.8,29556.0,83.0,,
Kamala Harris,7.5,12503.0,83.0,,
Elizabeth Warren,4.7,4649.0,83.0,,
Cory Booker,3.4,7431.0,83.0,,
Pete Buttigieg,2.6,43862.0,83.0,,
Julian Castro,.3,1259.0,83.0,,
Andrew Yang,.2,9641.0,83.0,,
Tulsi Gabbard,.0,6223.0,83.0,,
Beto O'Rourke,8.0,29556.0,83.0,,
Cory Booker,4.0,7431.0,83.0,,
Elizabeth Warren,7.0,4649.0,83.0,,
Julian Castro,1.0,1259.0,83.0,,
Kamala Harris,8.0,12503.0,83.0,,
Pete Buttigieg,2.0,43862.0,83.0,,
Tulsi Gabbard,1.0,6223.0,83.0,,
Beto O'Rourke,17.0,28616.0,82.0,,
Kamala Harris,16.0,10806.0,82.0,,
Cory Booker,14.0,8313.0,82.0,,
Elizabeth Warren,12.0,3752.0,82.0,,
Pete Buttigieg,4.0,42795.0,82.0,,
Andrew Yang,1.0,10460.0,82.0,,
Julian Castro,1.0,1436.0,82.0,,
Tulsi Gabbard,1.0,6633.0,82.0,,
Kamala Harris,12.0,10806.0,82.0,,
Beto O'Rourke,10.0,28616.0,82.0,,
Cory Booker,9.0,8313.0,82.0,,
Elizabeth Warren,6.0,3752.0,82.0,,
Pete Buttigieg,3.0,42795.0,82.0,,
Andrew Yang,1.0,10460.0,82.0,,
Julian Castro,1.0,1436.0,82.0,,
Tulsi Gabbard,.0,6633.0,82.0,,
Elizabeth Warren,6.0,6143.0,80.0,,
Kamala Harris,4.0,14730.0,80.0,,
Beto O'Rourke,5.0,48263.0,80.0,,
Cory Booker,2.0,20777.0,80.0,,
Kamala Harris,8.0,26832.0,79.0,,
Beto O'Rourke,8.0,67421.0,79.0,,
Cory Booker,4.0,30495.0,79.0,,
Elizabeth Warren,4.0,8623.0,79.0,,
Pete Buttigieg,1.0,43628.0,79.0,,
Julian Castro,1.0,2194.0,79.0,,
Andrew Yang,1.0,18760.0,79.0,,
Tulsi Gabbard,.0,7669.0,79.0,,
Beto O'Rourke,8.0,115689.0,78.0,,
Kamala Harris,6.0,13081.0,78.0,,
Elizabeth Warren,6.0,30003.0,78.0,,
Cory Booker,4.0,12543.0,78.0,,
Andrew Yang,4.0,26020.0,78.0,,
Pete Buttigieg,3.0,21953.0,78.0,,
Tulsi Gabbard,1.0,9142.0,78.0,,
Julian Castro,1.0,1928.0,78.0,,
Beto O'Rourke,10.9,188175.0,77.0,,
Kamala Harris,11.6,12345.0,77.0,,
Elizabeth Warren,8.4,6272.0,77.0,,
Cory Booker,2.5,16325.0,77.0,,
Pete Buttigieg,2.9,30367.0,77.0,,
Julian Castro,1.3,2432.0,77.0,,
Tulsi Gabbard,1.1,10159.0,77.0,,
Andrew Yang,1.4,22816.0,77.0,,
Elizabeth Warren,14.4,5438.0,76.0,,
Beto O'Rourke,6.2,129333.0,76.0,,
Cory Booker,2.2,8986.0,76.0,,
Kamala Harris,5.3,10472.0,76.0,,
Andrew Yang,.8,18639.0,76.0,,
Pete Buttigieg,.5,47530.0,76.0,,
Tulsi Gabbard,.3,9670.0,76.0,,
Julian Castro,.2,2464.0,76.0,,
Kamala Harris,12.0,10472.0,76.0,,
Beto O'Rourke,11.0,129333.0,76.0,,
Elizabeth Warren,6.0,5438.0,76.0,,
Cory Booker,3.0,8986.0,76.0,,
Julian Castro,1.0,2464.0,76.0,,
Pete Buttigieg,1.0,47530.0,76.0,,
Tulsi Gabbard,.0,9670.0,76.0,,
Kamala Harris,11.0,10472.0,76.0,,
Beto O'Rourke,12.0,129333.0,76.0,,
Elizabeth Warren,7.0,5438.0,76.0,,
Cory Booker,3.0,8986.0,76.0,,
Julian Castro,.0,2464.0,76.0,,
Pete Buttigieg,1.0,47530.0,76.0,,
Tulsi Gabbard,1.0,9670.0,76.0,,
Kamala Harris,8.0,10472.0,76.0,,
Beto O'Rourke,8.0,129333.0,76.0,,
Elizabeth Warren,7.0,5438.0,76.0,,
Cory Booker,4.0,8986.0,76.0,,
Pete Buttigieg,1.0,47530.0,76.0,,
Julian Castro,1.0,2464.0,76.0,,
Tulsi Gabbard,1.0,9670.0,76.0,,
Cory Booker,4.0,41804.0,74.0,,
Kamala Harris,5.0,11694.0,74.0,,
Beto O'Rourke,7.0,280338.0,74.0,,
Elizabeth Warren,8.0,6195.0,74.0,,
Cory Booker,4.0,8416.0,69.0,,
Pete Buttigieg,.0,6666.0,69.0,,
Julian Castro,1.0,4002.0,69.0,,
Tulsi Gabbard,.0,10154.0,69.0,,
Kamala Harris,8.0,10469.0,69.0,,
Beto O'Rourke,6.0,13996.0,69.0,,
Elizabeth Warren,4.0,8770.0,69.0,,
Andrew Yang,1.0,18963.0,69.0,,
Kamala Harris,17.0,10469.0,69.0,,
Beto O'Rourke,14.0,13996.0,69.0,,
Elizabeth Warren,13.0,8770.0,69.0,,
Cory Booker,5.0,8416.0,69.0,,
Julian Castro,2.0,4002.0,69.0,,
Andrew Yang,2.0,18963.0,69.0,,
Pete Buttigieg,1.0,6666.0,69.0,,
Tulsi Gabbard,1.0,10154.0,69.0,,
Kamala Harris,9.0,10469.0,69.0,,
Elizabeth Warren,9.0,8770.0,69.0,,
Beto O'Rourke,7.0,13996.0,69.0,,
Cory Booker,3.0,8416.0,69.0,,
Pete Buttigieg,2.0,6666.0,69.0,,
Tulsi Gabbard,1.0,10154.0,69.0,,
Andrew Yang,1.0,18963.0,69.0,,
Julian Castro,1.0,4002.0,69.0,,
Elizabeth Warren,11.3,8770.0,69.0,,
Kamala Harris,11.8,10469.0,69.0,,
Cory Booker,2.9,8416.0,69.0,,
Beto O'Rourke,2.2,13996.0,69.0,,
Tulsi Gabbard,.2,10154.0,69.0,,
Pete Buttigieg,.0,6666.0,69.0,,
Julian Castro,.0,4002.0,69.0,,
Kamala Harris,10.0,10469.0,69.0,,
Elizabeth Warren,7.0,8770.0,69.0,,
Beto O'Rourke,7.0,13996.0,69.0,,
Cory Booker,4.0,8416.0,69.0,,
Pete Buttigieg,1.0,6666.0,69.0,,
Julian Castro,1.0,4002.0,69.0,,
Tulsi Gabbard,1.0,10154.0,69.0,,
Cory Booker,3.0,3389.0,65.0,,
Pete Buttigieg,1.0,6363.0,65.0,,
Julian Castro,1.0,2009.0,65.0,,
Tulsi Gabbard,.0,7621.0,65.0,,
Kamala Harris,7.0,10708.0,65.0,,
Beto O'Rourke,5.0,6837.0,65.0,,
Elizabeth Warren,9.0,3552.0,65.0,,
Andrew Yang,.0,3984.0,65.0,,
Kamala Harris,9.0,13941.0,63.0,,
Elizabeth Warren,4.0,4985.0,63.0,,
Beto O'Rourke,1.0,11153.0,63.0,,
Cory Booker,1.0,5733.0,63.0,,
Pete Buttigieg,.0,8509.0,63.0,,
Julian Castro,.0,2441.0,63.0,,
Tulsi Gabbard,.0,7670.0,63.0,,
Andrew Yang,.0,357.0,63.0,,
Kamala Harris,4.0,13941.0,63.0,,
Cory Booker,1.0,5733.0,63.0,,
Beto O'Rourke,1.0,11153.0,63.0,,
Elizabeth Warren,1.0,4985.0,63.0,,
Kamala Harris,10.0,13941.0,63.0,,
Elizabeth Warren,8.0,4985.0,63.0,,
Beto O'Rourke,6.0,11153.0,63.0,,
Cory Booker,5.0,5733.0,63.0,,
Julian Castro,1.0,2441.0,63.0,,
Andrew Yang,1.0,357.0,63.0,,
Pete Buttigieg,.0,8509.0,63.0,,
Tulsi Gabbard,.0,7670.0,63.0,,
Kamala Harris,15.0,13941.0,63.0,,
Elizabeth Warren,10.0,4985.0,63.0,,
Beto O'Rourke,7.0,11153.0,63.0,,
Cory Booker,6.0,5733.0,63.0,,
Julian Castro,1.0,2441.0,63.0,,
Andrew Yang,1.0,357.0,63.0,,
Pete Buttigieg,.0,8509.0,63.0,,
Tulsi Gabbard,.0,7670.0,63.0,,
Kamala Harris,11.0,13573.0,62.0,,
Elizabeth Warren,7.0,11130.0,62.0,,
Beto O'Rourke,6.0,11362.0,62.0,,
